2024-10-03 18:47:33 ,iTc, {^0}
2024-10-03 18:47:33 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:47:37 ,iTc, {^0}
2024-10-03 18:47:37 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:47:40 ,iTc, {^0}
2024-10-03 18:47:40 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:47:44 ,iTc, {^0}
2024-10-03 18:47:44 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:47:47 ,iTc, {^0}
2024-10-03 18:47:47 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:47:51 ,iTc, {^0}
2024-10-03 18:47:51 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:47:54 ,iTc, {^0}
2024-10-03 18:47:54 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:47:58 ,iTc, {^0}
2024-10-03 18:47:58 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:48:01 ,iTc, {^0}
2024-10-03 18:48:02 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:48:05 ,iTc, {^0}
2024-10-03 18:48:05 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:48:08 ,iTc, {^0}
2024-10-03 18:48:09 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:48:12 ,iTc, {^0}
2024-10-03 18:48:12 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:48:15 ,iTc, {^0}
2024-10-03 18:48:16 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:48:19 ,iTc, {^0}
2024-10-03 18:48:19 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:48:23 ,iTc, {^0}
2024-10-03 18:48:23 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:48:26 ,Scn, @
2024-10-03 18:48:26 ,MCP, {~0}
2024-10-03 18:48:26 ,iTc, {^0}<
2024-10-03 18:48:26 ,MCP, {~0}
2024-10-03 18:48:26 ,iTc, {^0}
2024-10-03 18:48:27 ,MCP, {~0}
2024-10-03 18:48:27 ,iTc, \_
2024-10-03 18:48:27 ,iTc, >488{^0}
2024-10-03 18:48:27 ,MCP, {~0}{~0}
2024-10-03 18:48:28 ,iTc, 22 <SAM{^0}
2024-10-03 18:48:29 ,MCP, {~0}{~0}
2024-10-03 18:48:29 ,iTc, A<< E<{^0}
2024-10-03 18:48:30 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:48:33 ,iTc, {^0}
2024-10-03 18:48:33 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:48:36 ,Scn, #
2024-10-03 18:48:36 ,iTc, {^0}
2024-10-03 18:48:37 ,MCP, {~0}{~0}{~0}
2024-10-03 18:48:38 ,Scn, \_
2024-10-03 18:48:38 ,Scn, 
2024-10-03 18:48:38 ,iTc, {^0}
2024-10-03 18:48:38 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:48:42 ,iTc, {^0}
2024-10-03 18:48:42 ,MCP, {~0}{~0}
2024-10-03 18:48:42 ,Scn, {ST}
2024-10-03 18:48:42 ,MCP, {Z}
2024-10-03 18:48:43 ,iTc, {Z}
2024-10-03 18:50:14 ,   , ===== piTelex rev 1bf6789 Update telex.json ====================================
2024-10-03 18:50:16 ,Scn, {AT}
2024-10-03 18:50:16 ,MCP, {TP1}{WB}
2024-10-03 18:50:18 ,Scn, 4
2024-10-03 18:50:18 ,MCP, {#!4}
2024-10-03 18:50:19 ,Scn, 8
2024-10-03 18:50:19 ,MCP, {#!48}
2024-10-03 18:50:19 ,Scn, 8
2024-10-03 18:50:19 ,MCP, {#!488}
2024-10-03 18:50:19 ,Scn, 2
2024-10-03 18:50:19 ,MCP, {#!4882}
2024-10-03 18:50:19 ,Scn, 2
2024-10-03 18:50:19 ,MCP, {#!48822}
2024-10-03 18:50:20 ,iTc, {A}<<<<<<<\_
2024-10-03 18:50:20 ,iTc, >03.10.2024  17:50\_
2024-10-03 18:50:20 ,iTc, {^24}{^1}{^0}
2024-10-03 18:50:25 ,MCP, {AA}{~0}{~0}
2024-10-03 18:50:27 ,Scn, #
2024-10-03 18:50:27 ,MCP, <\_
2024-10-03 18:50:27 ,MCP, 61578 volker e{~0}{~0}
2024-10-03 18:50:28 ,iTc, {^14}
2024-10-03 18:50:28 ,MCP, {~0}{~0}{~0}
2024-10-03 18:50:30 ,iTc, {^0}
2024-10-03 18:50:30 ,MCP, {~0}
2024-10-03 18:50:30 ,Scn, \_
2024-10-03 18:50:30 ,Scn, 
2024-10-03 18:50:30 ,iTc, {^0}
2024-10-03 18:50:30 ,MCP, {~0}{~0}
2024-10-03 18:50:31 ,Scn, @
2024-10-03 18:50:31 ,iTc, {^0}
2024-10-03 18:50:31 ,MCP, {~0}
2024-10-03 18:50:32 ,iTc, <{^0}
2024-10-03 18:50:32 ,Scn, \_
2024-10-03 18:50:32 ,Scn, 
2024-10-03 18:50:32 ,MCP, {~0}
2024-10-03 18:50:32 ,iTc, {^0}\_
2024-10-03 18:50:32 ,iTc, >{^0}
2024-10-03 18:50:32 ,MCP, {~0}
2024-10-03 18:50:33 ,iTc, 822{^0}
2024-10-03 18:50:33 ,MCP, {~0}{~0}
2024-10-03 18:50:34 ,iTc,  <SAMA{^0}
2024-10-03 18:50:34 ,MCP, {~0}{~0}
2024-10-03 18:50:35 ,iTc, << E<{^0}
2024-10-03 18:50:35 ,MCP, {~0}{~0}{~0}{~0}{~0}
2024-10-03 18:50:37 ,Scn, \_
